,Unnamed: 0,Mã,Năm,P/E,P/B,EPS,BVPS,ROE (%),ROA (%),Nợ / Vốn chủ sở hữu (DE),Biên lợi nhuận gộp,Biên lợi nhuận ròng,Thanh khoản hiện hành,Thanh khoản nhanh
2297,2297,SBV,2023,122.38,1.65,79.0,5856.0,1.35,0.82,0.65,0.33,0.02,1.7,1.07
2298,2298,SBV,2022,22.48,0.57,459.0,18066.0,2.54,1.51,0.68,0.35,0.04,1.68,1.1
2299,2299,SBV,2024,-7.93,0.52,-1273.0,19327.0,-6.59,-3.5,0.88,0.23,-0.04,1.46,0.99
2300,2300,SBV,2020,4.21,0.55,2342.0,18062.0,12.97,7.59,0.71,0.4,0.17,1.7,1.27
2301,2301,SBV,2021,8.18,0.78,1811.0,19024.0,9.52,5.59,0.7,0.35,0.09,1.73,1.2
2302,2302,SC5,2020,6.37,0.64,2353.0,23342.0,10.08,1.62,5.21,0.05,0.02,1.16,0.91
2303,2303,SC5,2021,8.33,0.81,2266.0,23256.0,9.74,1.42,5.87,0.05,0.02,1.14,0.72
2304,2304,SC5,2022,12.39,0.83,1279.0,19132.0,6.69,0.93,6.15,0.03,0.01,1.13,0.74
2305,2305,SC5,2023,8.54,0.87,2187.0,21335.0,10.25,1.43,6.15,0.04,0.02,1.14,0.75
2306,2306,SC5,2024,,,0.0,inf,9.64,1.73,4.58,0.05,0.02,1.2,0.69
2307,2307,SCG,2020,,,2930.0,19351.0,15.14,6.71,1.26,0.1,0.08,1.78,1.45
2308,2308,SCG,2021,33.29,4.54,2334.0,17130.0,13.63,3.09,3.41,0.08,0.07,2.11,2.03
2309,2309,SCG,2022,172.19,5.03,392.0,13429.0,2.92,0.44,5.58,0.08,0.05,0.95,0.91
2310,2310,SCG,2023,279.5,4.9,239.0,13634.0,1.75,0.3,4.86,0.07,0.04,1.25,1.18
2311,2311,SCG,2024,35.22,4.21,1854.0,15521.0,11.95,1.86,5.43,0.08,0.07,1.09,0.99
2312,2312,SCI,2023,12.74,0.54,831.0,19571.0,4.25,1.24,2.41,0.01,-0.01,1.46,1.03
2313,2313,SCI,2022,5.91,0.37,1184.0,18793.0,6.3,1.97,2.2,0.02,-0.0,1.63,1.23
2314,2314,SCI,2024,,,0.0,inf,0.0,0.0,2.23,-0.0,-0.08,1.4,0.93
2315,2315,SCI,2020,,,14461.0,29906.0,48.36,6.67,6.25,0.25,0.15,1.13,0.98
2316,2316,SCI,2021,5.25,1.57,5824.0,19504.0,29.86,6.35,3.71,0.04,0.03,1.17,0.75
2317,2317,SCR,2020,16.38,0.63,515.0,13351.0,3.86,1.65,1.33,-0.34,0.11,1.86,1.13
2318,2318,SCR,2021,38.68,1.44,511.0,13743.0,3.72,1.91,0.95,0.19,0.14,1.96,1.14
2319,2319,SCR,2022,43.31,0.43,127.0,12830.0,0.99,0.52,0.91,0.27,0.09,1.77,0.95
2320,2320,SCR,2023,336.36,0.57,22.0,12932.0,0.17,0.08,1.07,0.29,0.04,2.03,1.04
2321,2321,SCR,2024,,,0.0,inf,0.05,0.02,1.17,-0.06,0.04,1.87,0.97
2322,2322,SCS,2020,6.12,2.8,8510.0,18613.0,45.72,42.44,0.08,0.78,0.72,6.52,6.52
2323,2323,SCS,2021,6.47,2.92,10425.0,23109.0,45.11,39.81,0.13,0.78,0.72,5.18,5.18
2324,2324,SCS,2022,9.48,4.27,6505.0,14433.0,45.07,41.54,0.09,0.82,0.82,8.51,8.51
2325,2325,SCS,2023,13.38,4.98,4638.0,12461.0,37.22,29.26,0.27,0.76,0.81,3.24,3.24
2326,2326,SCS,2024,,,0.0,inf,49.28,36.51,0.35,0.77,0.76,2.87,2.87
2327,2327,SD5,2024,8.16,0.4,909.0,18469.0,4.92,1.48,2.32,0.04,0.01,1.33,0.9
2328,2328,SD5,2023,7.86,0.35,810.0,18386.0,4.41,1.41,2.13,0.03,0.01,1.31,0.92
2329,2329,SD5,2022,8.54,0.31,671.0,18247.0,3.68,0.99,2.72,0.05,0.01,1.25,0.84
2330,2330,SD5,2020,5.46,0.33,1117.0,18693.0,5.98,1.95,2.07,0.05,0.02,1.36,0.85
2331,2331,SD5,2021,11.64,0.52,829.0,18389.0,4.51,1.46,2.08,0.04,0.01,1.33,0.96
2332,2332,SD9,2020,28.07,0.3,254.0,23907.0,1.06,0.35,2.01,0.25,0.08,0.95,0.67
2333,2333,SD9,2021,56.75,0.55,235.0,24073.0,0.98,0.35,1.82,0.27,0.09,1.08,0.76
2334,2334,SD9,2022,13.03,0.25,462.0,24403.0,1.89,0.75,1.52,0.32,0.11,1.37,0.93
2335,2335,SD9,2023,21.76,0.31,349.0,24399.0,1.43,0.64,1.24,0.31,0.1,1.75,1.23
2336,2336,SD9,2024,19.0,0.57,585.0,19591.0,2.99,1.47,1.04,0.42,0.16,1.75,1.22
2337,2337,SDA,2020,28.41,0.67,176.0,7448.0,2.36,1.29,0.83,0.16,0.11,1.46,1.36
2338,2338,SDA,2021,26.54,2.78,1055.0,10072.0,10.47,8.06,0.3,0.08,0.59,1.07,1.07
2339,2339,SDA,2022,203.23,0.76,31.0,8258.0,0.38,0.26,0.42,0.09,0.02,1.14,1.08
2340,2340,SDA,2023,-5.82,0.91,-1116.0,7115.0,-15.69,-11.34,0.38,0.02,-0.66,1.76,1.76
2341,2341,SDA,2024,,,0.0,inf,0.02,0.02,0.37,0.01,-0.13,1.62,1.62
2342,2342,SDC,2024,9.5,0.35,743.0,20254.0,3.67,2.31,0.59,0.18,0.03,2.48,2.05
2343,2343,SDC,2023,10.66,0.37,698.0,20270.0,3.44,2.02,0.71,0.22,0.04,2.21,1.64
2344,2344,SDC,2022,10.5,0.34,654.0,20285.0,3.22,1.91,0.69,0.24,0.05,2.17,1.51
2345,2345,SDC,2020,17.06,0.43,517.0,20277.0,2.55,1.41,0.81,0.2,0.03,2.0,1.45
2346,2346,SDC,2021,8.34,0.37,911.0,20463.0,4.45,2.7,0.65,0.22,0.06,2.26,1.69
2347,2347,SDG,2020,4.34,0.52,6990.0,58528.0,11.94,6.35,0.88,0.14,0.05,1.12,0.82
2348,2348,SDG,2021,12.6,0.52,1676.0,40488.0,4.14,2.15,0.92,0.1,0.02,1.21,0.82
2349,2349,SDG,2022,6.01,0.42,2900.0,41831.0,6.93,3.46,1.0,0.11,0.04,1.25,0.88
2350,2350,SDG,2023,13.52,0.63,1086.0,23181.0,4.68,1.96,1.39,0.1,0.02,1.31,1.03
2351,2351,SDG,2024,-5.51,0.47,-2720.0,31747.0,-8.57,-3.35,1.56,0.02,-0.05,1.24,0.96
2352,2352,SDN,2023,5.76,1.47,4342.0,16955.0,25.61,15.66,0.64,0.28,0.16,1.2,0.66
2353,2353,SDN,2022,2.1,0.58,8289.0,29747.0,27.86,14.86,0.88,0.29,0.14,1.17,0.66
2354,2354,SDN,2024,12.5,1.65,2366.0,17895.0,13.22,8.09,0.63,0.29,0.06,1.26,0.77
2355,2355,SDN,2020,1.75,0.47,6058.0,22419.0,27.02,15.94,0.69,0.28,0.08,2.12,1.5
2356,2356,SDN,2021,2.35,0.63,6866.0,25510.0,26.91,18.0,0.5,0.29,0.11,2.69,1.73
2357,2357,SDU,2020,1233.33,0.45,6.0,16438.0,0.04,0.01,2.39,0.47,0.09,1.33,0.58
2358,2358,SDU,2021,344.44,0.88,45.0,17622.0,0.26,0.08,2.38,0.58,0.18,1.16,0.56
2359,2359,SDU,2022,437.29,1.47,59.0,17604.0,0.34,0.1,2.39,0.47,0.11,1.22,0.54
2360,2360,SDU,2023,342.31,1.0,52.0,17766.0,0.29,0.09,2.41,0.49,0.13,1.2,0.53
2361,2361,SDU,2024,300.0,1.09,64.0,17647.0,0.36,0.11,2.38,0.51,0.14,1.19,0.54
2362,2362,SEB,2020,8.47,1.98,3524.0,15079.0,23.37,15.35,0.52,0.62,0.5,1.83,1.78
2363,2363,SEB,2021,9.26,2.48,4409.0,16461.0,26.78,19.81,0.35,0.66,0.59,2.62,2.56
2364,2364,SEB,2022,7.8,2.25,5575.0,19281.0,28.91,25.49,0.13,0.71,0.66,2.61,2.58
2365,2365,SEB,2023,8.46,2.04,4577.0,18958.0,24.14,22.0,0.1,0.69,0.67,2.95,2.9
2366,2366,SEB,2024,12.9,2.29,3418.0,19212.0,17.79,16.78,0.06,0.64,0.61,4.86,4.79
2367,2367,SED,2024,4.23,0.77,5459.0,29886.0,18.27,10.05,0.82,0.23,0.06,1.85,0.92
2368,2368,SED,2023,4.8,0.67,3688.0,26602.0,13.86,7.73,0.79,0.25,0.06,1.82,0.61
2369,2369,SED,2022,4.57,0.63,3394.0,24786.0,13.69,7.72,0.77,0.25,0.06,1.77,0.75
2370,2370,SED,2021,5.38,0.79,3425.0,23216.0,14.75,7.7,0.92,0.25,0.07,1.69,0.78
2371,2371,SED,2020,3.79,0.59,3308.0,21123.0,15.66,9.57,0.64,0.27,0.08,2.1,0.97
2372,2372,SFC,2020,10.69,1.35,1689.0,13360.0,12.64,6.79,0.86,0.11,0.03,1.38,1.28
2373,2373,SFC,2021,11.99,1.53,1698.0,13281.0,12.79,7.62,0.68,0.11,0.04,1.56,1.39
2374,2374,SFC,2022,12.33,1.32,1400.0,13093.0,10.69,7.56,0.41,0.05,0.01,2.07,1.78
2375,2375,SFC,2023,8.05,1.57,2540.0,13059.0,19.45,10.7,0.82,0.06,0.02,1.38,1.22
2376,2376,SFC,2024,15.14,1.75,1473.0,12731.0,11.57,7.12,0.63,0.06,0.02,1.58,1.37
2377,2377,SFG,2023,6.41,0.56,1186.0,13641.0,8.69,4.57,0.9,0.06,0.03,1.69,1.25
2378,2378,SFG,2022,8.92,0.65,940.0,12841.0,7.32,4.16,0.76,0.07,0.03,1.86,0.64
2379,2379,SFG,2024,28.03,1.05,342.0,9126.0,3.75,1.76,1.13,0.09,0.02,1.55,0.96
2380,2380,SFG,2020,100.82,0.55,63.0,11648.0,0.54,0.29,0.89,0.07,-0.0,1.64,0.79
2381,2381,SFG,2021,21.27,1.33,764.0,12185.0,6.27,2.56,1.45,0.08,0.02,1.41,0.69
2382,2382,SFI,2020,2.33,0.4,5763.0,33852.0,17.02,11.7,0.46,0.14,0.08,1.76,1.76
2383,2383,SFI,2021,3.86,1.08,8347.0,29908.0,27.91,18.54,0.51,0.13,0.12,2.2,2.2
2384,2384,SFI,2022,2.38,0.65,10081.0,36887.0,27.33,21.28,0.28,0.14,0.16,2.77,2.55
2385,2385,SFI,2023,6.2,0.81,4341.0,33263.0,13.05,10.76,0.21,0.17,0.12,3.69,3.39
2386,2386,SFI,2024,7.97,0.82,3445.0,33563.0,10.26,8.51,0.21,0.14,0.09,3.99,3.7
2387,2387,SFN,2020,3.21,0.79,4701.0,19147.0,24.55,22.73,0.08,0.18,0.1,11.87,7.82
2388,2388,SFN,2021,4.78,1.21,4625.0,18232.0,25.37,23.5,0.08,0.18,0.1,12.69,8.1
2389,2389,SFN,2022,7.14,0.85,2733.0,22883.0,11.94,11.13,0.07,0.14,0.06,13.35,7.94
2390,2390,SFN,2023,4.81,0.6,3019.0,24202.0,12.47,11.46,0.09,0.14,0.08,11.1,6.39
2391,2391,SFN,2024,,,0.0,inf,10.84,10.14,0.07,0.14,0.07,13.96,9.45
2392,2392,SGC,2023,8.71,1.77,7197.0,35411.0,20.32,17.31,0.17,0.22,0.13,3.45,1.93
2393,2393,SGC,2022,10.61,2.99,8306.0,29495.0,28.16,21.88,0.29,0.26,0.16,2.69,1.35
2394,2394,SGC,2024,8.68,2.51,14033.0,48444.0,28.97,22.23,0.3,0.26,0.17,3.5,2.41
2395,2395,SGC,2020,20.59,5.36,4319.0,16592.0,26.03,14.69,0.77,0.21,0.12,1.44,0.92
2396,2396,SGC,2021,11.06,2.32,4442.0,21189.0,20.96,14.03,0.49,0.22,0.1,1.78,0.98
2397,2397,SGD,2020,8.84,0.44,836.0,16927.0,4.94,3.08,0.6,0.14,0.03,2.24,1.35
2398,2398,SGD,2021,21.35,0.58,442.0,16338.0,2.71,1.43,0.89,0.11,0.01,1.69,0.62
2399,2399,SGD,2022,591.3,1.54,39.0,15007.0,0.26,0.16,0.6,0.08,0.01,2.01,0.69
2400,2400,SGD,2023,27.74,0.74,393.0,14748.0,2.66,1.84,0.45,0.08,0.01,2.4,0.74
2401,2401,SGD,2024,-543.48,0.88,-23.0,14243.0,-0.16,-0.11,0.49,0.09,0.01,2.19,0.55
2402,2402,SGH,2023,23.16,2.13,1237.0,13457.0,9.19,8.29,0.11,0.46,0.52,10.0,9.98
2403,2403,SGH,2022,75.09,3.77,626.0,12466.0,5.02,4.54,0.11,0.34,0.4,10.18,10.16
2404,2404,SGH,2024,,,0.0,inf,9.98,8.59,0.16,0.47,0.39,6.79,6.77
2405,2405,SGH,2020,177.61,4.67,269.0,10225.0,2.63,2.45,0.07,0.06,0.29,13.64,13.61
2406,2406,SGH,2021,172.83,4.49,272.0,10464.0,2.6,2.39,0.09,0.13,0.29,12.27,12.25
2407,2407,SGN,2020,23.43,2.33,2628.0,26391.0,9.96,8.43,0.18,0.23,0.15,3.95,3.91
2408,2408,SGN,2021,40.52,2.65,1584.0,24240.0,6.53,5.71,0.14,0.22,0.12,5.72,5.67
2409,2409,SGN,2022,14.8,2.37,3971.0,24801.0,16.01,12.82,0.25,0.27,0.17,4.25,4.21
2410,2410,SGN,2023,11.03,2.48,6377.0,28377.0,22.47,17.65,0.27,0.31,0.2,4.1,4.06
2411,2411,SGN,2024,12.43,2.81,6756.0,29862.0,22.62,18.15,0.25,0.33,0.24,4.72,4.68
2412,2412,SGR,2020,10.58,1.45,1698.0,12431.0,13.66,5.21,1.62,0.44,1.64,1.64,0.87
2413,2413,SGR,2021,53.53,2.67,580.0,11621.0,4.99,1.74,1.86,0.7,0.39,1.58,0.79
2414,2414,SGR,2022,3.53,0.86,3590.0,14668.0,24.47,10.77,1.27,0.51,0.4,1.74,1.07
2415,2415,SGR,2023,11.5,1.28,1700.0,15302.0,11.11,4.98,1.23,0.48,0.82,1.85,1.2
2416,2416,SGR,2024,27.23,2.25,1377.0,16637.0,8.28,3.62,1.29,0.49,-0.03,1.51,1.01
2417,2417,SGT,2023,39.1,0.79,289.0,14222.0,2.03,0.56,2.64,0.2,0.06,2.11,0.98
2418,2418,SGT,2022,16.29,0.69,933.0,22034.0,4.23,1.43,1.95,0.23,0.08,1.4,0.85
2419,2419,SGT,2024,19.06,1.22,905.0,14152.0,6.39,1.5,3.27,0.28,0.12,1.65,0.82
2420,2420,SGT,2020,26.77,0.39,169.0,11622.0,1.45,0.5,1.93,0.26,0.06,1.76,1.25
2421,2421,SGT,2021,26.12,1.71,923.0,14094.0,6.55,1.55,3.24,0.28,0.13,1.43,0.97
2422,2422,SHA,2020,4.36,0.29,828.0,12589.0,6.58,2.83,1.33,0.15,0.03,1.41,0.87
2423,2423,SHA,2021,13.57,0.61,560.0,12554.0,4.46,1.9,1.35,0.13,0.02,1.34,0.68
2424,2424,SHA,2022,7.03,0.31,528.0,11977.0,4.41,1.73,1.55,0.13,0.02,1.3,0.62
2425,2425,SHA,2023,11.97,0.36,370.0,12339.0,3.0,1.22,1.45,0.13,0.01,1.36,0.63
2426,2426,SHA,2024,9.48,0.31,417.0,12770.0,3.27,1.31,1.49,0.12,0.01,1.39,0.7
2427,2427,SHB,2020,,,1514.0,13959.0,10.85,0.63,16.17,,,,
2428,2428,SHB,2021,5.74,0.81,2106.0,14945.0,14.09,0.99,13.26,,,,
2429,2429,SHB,2022,2.46,0.44,2520.0,13989.0,18.01,1.4,11.84,,,,
2430,2430,SHB,2023,3.93,0.57,2024.0,13843.0,14.62,1.16,11.59,,,,
2431,2431,SHB,2024,,,0.0,inf,15.93,1.23,11.92,,,,
2432,2432,SHE,2024,,,0.0,inf,9.21,5.5,0.67,0.15,0.07,2.35,1.5
2433,2433,SHE,2023,4.25,0.55,1555.0,12055.0,12.9,8.07,0.6,0.2,0.1,2.51,1.38
2434,2434,SHE,2022,2.82,0.46,2046.0,12640.0,16.19,7.78,1.08,0.15,0.07,1.87,1.21
2435,2435,SHE,2020,2.15,0.53,3455.0,14106.0,24.49,11.74,1.09,0.15,0.1,1.87,1.58
2436,2436,SHE,2021,4.21,0.63,1918.0,12738.0,15.06,8.22,0.83,0.14,0.06,2.23,1.61
2437,2437,SHI,2020,13.0,0.43,484.0,14530.0,3.33,0.98,2.41,0.13,0.02,1.15,0.8
2438,2438,SHI,2021,15.52,1.02,892.0,13616.0,6.55,1.51,3.33,0.12,0.03,1.15,0.75
2439,2439,SHI,2022,37.27,1.1,382.0,12885.0,2.96,0.79,2.74,0.11,0.02,1.17,0.81
2440,2440,SHI,2023,126.99,1.04,102.0,12418.0,0.82,0.22,2.78,0.09,0.01,1.15,0.9
2441,2441,SHI,2024,31.06,1.16,483.0,12956.0,3.73,0.83,3.49,0.08,0.01,1.13,0.91
2442,2442,SHN,2020,326.92,0.73,26.0,11612.0,0.22,0.09,1.5,0.05,0.02,1.22,0.94
2443,2443,SHN,2021,60.75,1.32,265.0,12225.0,2.17,0.94,1.32,0.02,0.02,1.39,1.23
2444,2444,SHN,2022,375.0,0.6,20.0,12467.0,0.16,0.04,2.6,0.01,0.0,1.07,0.87
2445,2445,SHN,2023,265.38,0.55,26.0,12469.0,0.21,0.06,2.6,0.02,0.0,1.02,1.02
2446,2446,SHN,2024,101.49,0.55,67.0,12275.0,0.55,0.16,2.51,0.01,0.01,1.01,0.97
2447,2447,SHP,2023,10.15,2.06,2629.0,12953.0,20.3,17.81,0.14,0.53,0.46,1.92,1.88
2448,2448,SHP,2022,6.51,1.44,3077.0,13871.0,22.18,18.15,0.22,0.57,0.5,1.87,1.84
2449,2449,SHP,2024,11.44,2.53,2823.0,12770.0,22.11,20.49,0.08,0.58,0.52,3.03,2.97
2450,2450,SHP,2020,22.72,1.29,648.0,11453.0,5.66,3.47,0.63,0.33,0.15,0.4,0.39
2451,2451,SHP,2021,6.68,1.32,2540.0,12805.0,19.84,14.47,0.37,0.53,0.42,1.14,1.11
2452,2452,SHS,2020,2.18,0.51,3649.0,15607.0,23.38,10.89,1.15,0.67,0.52,2.33,2.33
2453,2453,SHS,2021,7.88,1.82,2862.0,12412.0,23.06,12.8,0.8,0.71,0.61,2.58,2.58
2454,2454,SHS,2022,29.87,0.51,238.0,13844.0,1.72,1.49,0.16,0.29,0.13,7.94,7.94
2455,2455,SHS,2023,23.25,1.27,688.0,12625.0,5.45,4.88,0.12,0.58,0.47,10.16,10.16
2456,2456,SHS,2024,8.71,0.79,1244.0,13778.0,9.03,7.21,0.25,0.71,0.62,5.11,5.11
